"Attrition","Age","JobRole","Department","JobSatisfaction","WorkLifeBalance","YearsAtCompany","OverTime","Education","EnvironmentSatisfaction","JobInvolvement","RelationshipSatisfaction","Gender","YearsInCurrentRole","JobLevel","TotalWorkingYears","EducationField","EmployeeNumber","PerformanceRating"
"No",41,"Sales Executive","Sales",1,3,9,"No",3,3,3,4,"Female",3,2,10,"Marketing",1349,3
"No",35,"Research Scientist","Research & Development",3,3,9,"Yes",4,3,3,2,"Male",6,2,9,"Life Sciences",1350,3
"No",51,"Manager","Human Resources",2,3,33,"Yes",3,3,3,2,"Male",9,4,33,"Life Sciences",1352,3
"No",38,"Sales Executive","Sales",1,3,7,"No",2,2,3,4,"Female",7,2,11,"Life Sciences",1355,3
"No",34,"Sales Executive","Sales",1,4,10,"No",2,3,3,4,"Female",8,2,10,"Medical",1356,3
"No",25,"Laboratory Technician","Research & Development",4,2,3,"No",1,4,3,3,"Male",2,1,7,"Medical",1358,3
"Yes",58,"Manufacturing Director","Research & Development",1,2,10,"Yes",4,3,2,4,"Female",9,3,31,"Medical",1360,3
"No",40,"Laboratory Technician","Research & Development",2,3,4,"No",4,2,3,3,"Male",2,1,7,"Life Sciences",1361,4
"No",36,"Sales Executive","Sales",1,2,15,"No",3,1,4,4,"Female",7,2,17,"Marketing",1362,3
"No",48,"Manufacturing Director","Research & Development",4,3,10,"No",3,4,3,3,"Male",9,3,11,"Life Sciences",1363,3
"No",27,"Sales Representative","Sales",4,3,1,"No",3,3,4,2,"Female",0,1,5,"Medical",1364,3
"No",51,"Manufacturing Director","Research & Development",2,2,5,"No",2,4,2,2,"Female",2,4,29,"Technical Degree",1367,3
"No",18,"Laboratory Technician","Research & Development",4,4,0,"No",3,4,3,3,"Female",0,1,0,"Life Sciences",1368,3
"No",35,"Laboratory Technician","Research & Development",4,3,9,"No",3,4,2,2,"Female",7,2,10,"Medical",1369,3
"No",27,"Sales Executive","Sales",4,3,6,"No",1,4,1,2,"Male",2,2,8,"Life Sciences",1371,4
"Yes",55,"Sales Executive","Sales",3,2,19,"Yes",4,1,4,3,"Male",7,4,24,"Marketing",1372,3
"No",56,"Manufacturing Director","Research & Development",2,3,19,"Yes",3,4,3,1,"Male",16,4,33,"Life Sciences",1373,3
"No",34,"Research Scientist","Research & Development",3,3,5,"No",1,1,2,3,"Female",4,1,5,"Technical Degree",1374,4
"No",40,"Healthcare Representative","Research & Development",3,3,12,"No",1,2,4,2,"Female",11,2,15,"Medical",1375,4
"No",34,"Laboratory Technician","Research & Development",3,3,8,"No",3,2,3,1,"Male",7,2,10,"Medical",1377,3
"Yes",31,"Sales Representative","Sales",4,4,1,"No",3,3,2,3,"Female",0,1,3,"Life Sciences",1379,3
"Yes",35,"Sales Executive","Sales",3,2,4,"Yes",4,4,3,3,"Female",2,2,5,"Marketing",1380,3
"No",38,"Research Scientist","Research & Development",3,3,4,"No",3,4,4,4,"Male",2,1,4,"Life Sciences",1382,3
"No",34,"Healthcare Representative","Research & Development",4,4,14,"No",4,3,3,4,"Female",11,2,14,"Technical Degree",1383,3
"No",28,"Sales Executive","Sales",1,3,5,"No",3,3,2,3,"Male",3,2,5,"Life Sciences",1387,3
"Yes",31,"Manufacturing Director","Research & Development",3,2,10,"Yes",4,4,3,4,"Male",2,2,10,"Medical",1389,3
"No",39,"Sales Executive","Sales",4,4,5,"Yes",4,1,2,4,"Male",4,2,8,"Life Sciences",1390,3
"No",51,"Sales Executive","Sales",2,3,4,"No",3,2,3,2,"Male",2,3,14,"Marketing",1391,3
"No",41,"Research Scientist","Research & Development",4,2,6,"Yes",3,4,3,1,"Female",2,2,12,"Life Sciences",1392,3
"No",37,"Research Scientist","Research & Development",3,3,6,"Yes",1,3,3,4,"Male",4,1,8,"Life Sciences",1394,3
"No",33,"Sales Executive","Sales",4,4,5,"No",1,2,3,1,"Male",4,2,8,"Life Sciences",1395,3
"No",32,"Sales Executive","Sales",2,2,3,"Yes",1,3,3,1,"Male",2,2,4,"Marketing",1396,3
"No",39,"Healthcare Representative","Research & Development",3,3,6,"No",2,3,3,2,"Male",4,3,13,"Life Sciences",1397,4
"No",25,"Sales Executive","Sales",3,2,3,"No",1,1,4,2,"Male",2,2,6,"Life Sciences",1399,3
"No",52,"Manufacturing Director","Research & Development",3,2,5,"Yes",2,4,4,2,"Female",3,4,24,"Medical",1401,3
"No",43,"Research Scientist","Research & Development",3,1,20,"Yes",3,1,2,1,"Female",7,2,20,"Medical",1402,3
"No",27,"Sales Executive","Sales",4,3,6,"Yes",3,4,2,4,"Female",2,2,6,"Marketing",1403,3
"Yes",27,"Research Scientist","Research & Development",3,3,8,"Yes",4,4,3,4,"Female",2,1,8,"Life Sciences",1405,3
"No",26,"Research Scientist","Research & Development",4,3,4,"No",1,1,2,4,"Male",3,1,5,"Medical",1407,3
"No",42,"Manager","Human Resources",1,3,20,"No",3,3,3,3,"Female",7,4,21,"Human Resources",1408,3
"No",52,"Laboratory Technician","Research & Development",1,1,5,"No",4,3,3,3,"Female",4,1,12,"Other",1409,3
"No",37,"Laboratory Technician","Research & Development",3,3,3,"No",3,1,3,1,"Female",2,1,8,"Medical",1411,3
"No",35,"Manufacturing Director","Research & Development",4,3,2,"No",2,3,3,3,"Male",2,3,10,"Life Sciences",1412,3
"No",25,"Laboratory Technician","Research & Development",4,2,3,"No",3,1,3,2,"Male",2,1,7,"Technical Degree",1415,3
"No",26,"Laboratory Technician","Research & Development",1,3,7,"No",3,3,4,4,"Male",7,1,8,"Other",1417,3
"No",29,"Human Resources","Human Resources",1,2,10,"No",3,2,2,1,"Male",9,3,10,"Other",1419,3
"Yes",49,"Laboratory Technician","Research & Development",1,3,4,"No",2,1,2,1,"Male",3,2,20,"Life Sciences",1420,4
"Yes",29,"Healthcare Representative","Research & Development",4,3,8,"Yes",1,3,3,1,"Female",7,3,9,"Other",1421,3
"No",54,"Research Director","Research & Development",4,2,20,"No",3,4,3,4,"Female",7,4,29,"Medical",1422,3
"No",58,"Research Director","Research & Development",1,3,9,"Yes",3,4,3,3,"Female",8,5,32,"Medical",1423,4
"No",55,"Research Director","Research & Development",4,4,7,"No",4,2,4,4,"Male",7,4,31,"Medical",1424,3
"No",36,"Sales Executive","Sales",2,3,5,"Yes",4,1,3,4,"Female",4,2,15,"Marketing",1425,3
"Yes",31,"Sales Representative","Sales",3,3,1,"No",4,2,1,2,"Female",0,1,1,"Life Sciences",1427,3
"No",30,"Sales Executive","Sales",1,3,3,"No",4,4,3,2,"Female",2,2,8,"Marketing",1428,3
"No",31,"Research Director","Research & Development",2,4,3,"No",5,1,3,3,"Female",2,4,9,"Life Sciences",1430,3
"No",34,"Research Scientist","Research & Development",1,3,4,"No",4,4,3,3,"Male",3,1,10,"Other",1431,3
"Yes",31,"Research Scientist","Research & Development",2,4,1,"No",3,1,2,3,"Female",0,1,1,"Life Sciences",1433,3
"No",27,"Laboratory Technician","Research & Development",1,4,5,"No",1,2,3,2,"Male",0,1,6,"Life Sciences",1434,3
"No",36,"Laboratory Technician","Research & Development",4,2,10,"No",4,1,2,3,"Male",4,2,10,"Life Sciences",1435,3
"No",36,"Sales Executive","Sales",1,2,3,"No",4,3,2,1,"Female",2,2,11,"Marketing",1436,3
"No",47,"Research Scientist","Research & Development",4,2,6,"No",3,1,3,3,"Male",5,1,17,"Technical Degree",1438,3
"Yes",25,"Sales Representative","Sales",1,3,3,"No",2,1,2,1,"Male",2,1,6,"Life Sciences",1439,3
"No",37,"Laboratory Technician","Research & Development",3,1,6,"No",2,3,4,1,"Male",5,1,7,"Technical Degree",1440,3
"No",56,"Research Scientist","Research & Development",1,4,3,"No",2,1,3,4,"Female",2,1,5,"Life Sciences",1441,4
"No",47,"Research Director","Research & Development",3,4,20,"No",4,1,3,2,"Female",17,4,26,"Medical",1443,3
"No",24,"Sales Executive","Sales",3,3,5,"Yes",1,4,3,3,"Female",4,2,5,"Medical",1445,3
"No",32,"Sales Executive","Sales",4,2,4,"No",5,4,3,3,"Male",3,2,7,"Marketing",1446,3
"No",34,"Laboratory Technician","Research & Development",2,2,5,"No",3,4,2,1,"Female",4,1,7,"Life Sciences",1447,3
"No",41,"Research Scientist","Research & Development",3,2,4,"Yes",5,2,4,1,"Male",2,1,7,"Medical",1448,3
"No",40,"Laboratory Technician","Research & Development",3,4,8,"No",4,3,3,3,"Male",7,2,11,"Other",1449,3
"No",31,"Sales Executive","Sales",4,3,13,"No",2,1,3,1,"Male",7,3,13,"Life Sciences",1453,3
"Yes",46,"Sales Executive","Sales",4,4,7,"No",3,1,3,1,"Male",7,3,28,"Marketing",1457,3
"Yes",39,"Laboratory Technician","Research & Development",1,4,1,"Yes",3,1,2,2,"Female",0,1,11,"Life Sciences",1458,4
"Yes",31,"Manufacturing Director","Research & Development",2,3,10,"No",5,3,4,1,"Female",8,3,10,"Life Sciences",1459,3
"No",45,"Healthcare Representative","Research & Development",1,3,7,"Yes",3,2,1,2,"Male",7,3,24,"Medical",1460,3
"No",31,"Human Resources","Human Resources",2,3,3,"No",2,4,4,4,"Female",2,1,8,"Medical",1461,3
"Yes",31,"Laboratory Technician","Research & Development",4,1,2,"Yes",3,2,3,3,"Male",2,1,7,"Life Sciences",1464,3
"No",45,"Manufacturing Director","Research & Development",4,4,3,"Yes",3,2,3,4,"Male",1,3,10,"Technical Degree",1465,3
"No",48,"Sales Executive","Sales",1,3,2,"No",3,3,3,1,"Male",2,2,15,"Marketing",1466,3
"Yes",34,"Human Resources","Human Resources",3,3,2,"No",4,1,3,4,"Female",2,1,2,"Technical Degree",1467,3
"No",40,"Research Director","Research & Development",2,3,9,"No",1,4,2,3,"Male",8,3,16,"Medical",1468,3
"No",28,"Sales Executive","Sales",1,3,5,"No",3,4,3,4,"Male",4,2,6,"Medical",1469,3
"No",44,"Laboratory Technician","Research & Development",3,3,5,"No",3,3,2,4,"Male",2,1,7,"Life Sciences",1471,3
"No",53,"Research Director","Research & Development",2,2,9,"No",3,4,4,2,"Male",8,4,35,"Medical",1472,3
"No",49,"Healthcare Representative","Research & Development",3,2,3,"No",4,1,3,2,"Male",2,2,20,"Technical Degree",1473,3
"No",40,"Research Scientist","Research & Development",3,4,3,"No",3,3,3,3,"Male",1,1,8,"Medical",1474,3
"No",44,"Research Scientist","Research & Development",2,2,5,"No",3,4,3,3,"Male",2,1,6,"Life Sciences",1475,3
"No",33,"Sales Executive","Sales",1,3,4,"No",3,4,3,1,"Male",3,2,5,"Medical",1477,3
"No",34,"Sales Executive","Sales",1,3,13,"No",3,4,1,4,"Male",9,2,15,"Other",1478,3
"No",30,"Sales Executive","Sales",3,2,2,"No",1,4,3,3,"Male",1,2,4,"Life Sciences",1479,3
"No",42,"Laboratory Technician","Research & Development",4,3,12,"No",2,1,3,3,"Female",9,1,12,"Medical",1480,3
"No",44,"Sales Executive","Sales",3,2,1,"No",5,1,3,3,"Female",0,2,11,"Marketing",1481,3
"No",30,"Research Scientist","Research & Development",3,2,1,"No",3,3,3,2,"Male",0,1,1,"Technical Degree",1482,3
"No",57,"Research Scientist","Research & Development",3,2,12,"No",2,2,4,1,"Male",9,2,13,"Life Sciences",1483,4
"No",49,"Healthcare Representative","Research & Development",2,3,8,"No",4,3,3,2,"Male",7,3,29,"Life Sciences",1484,3
"No",34,"Research Director","Research & Development",1,2,14,"No",3,2,3,4,"Male",8,4,16,"Medical",1485,3
"Yes",28,"Sales Representative","Sales",3,4,3,"No",3,1,3,4,"Male",2,1,5,"Technical Degree",1486,3
"Yes",29,"Sales Executive","Sales",2,1,5,"No",3,1,3,1,"Female",3,2,7,"Technical Degree",1487,3
"Yes",34,"Sales Executive","Sales",2,4,15,"Yes",4,1,2,3,"Female",9,2,16,"Medical",1489,4
"No",35,"Sales Representative","Sales",3,3,1,"No",1,4,3,1,"Male",0,1,1,"Life Sciences",1492,3
"Yes",24,"Laboratory Technician","Research & Development",1,2,0,"Yes",3,2,3,3,"Male",0,1,4,"Medical",1494,3
"No",24,"Sales Representative","Sales",2,3,1,"No",2,4,3,3,"Female",0,1,1,"Life Sciences",1495,3
"No",44,"Manufacturing Director","Research & Development",3,2,2,"Yes",1,2,3,2,"Male",2,3,16,"Medical",1496,3
"No",29,"Sales Executive","Sales",3,3,10,"No",3,3,2,3,"Male",7,2,10,"Life Sciences",1497,3
"No",30,"Human Resources","Human Resources",3,4,5,"No",3,3,3,1,"Male",3,1,6,"Life Sciences",1499,4
"No",55,"Healthcare Representative","Research & Development",3,3,3,"Yes",4,4,3,2,"Male",2,2,4,"Life Sciences",1501,3
"No",33,"Laboratory Technician","Research & Development",2,3,5,"No",4,1,2,4,"Female",4,1,8,"Medical",1502,3
"No",47,"Sales Executive","Sales",3,2,5,"Yes",3,3,3,3,"Female",4,2,11,"Medical",1503,3
"Yes",28,"Laboratory Technician","Research & Development",1,2,0,"No",2,3,2,3,"Male",0,1,8,"Medical",1504,3
"No",28,"Research Scientist","Research & Development",3,1,1,"No",3,1,2,4,"Male",0,1,1,"Life Sciences",1506,3
"No",28,"Sales Executive","Sales",1,3,4,"No",3,3,3,4,"Male",2,2,5,"Life Sciences",1507,3
"No",49,"Laboratory Technician","Research & Development",1,3,3,"No",2,3,2,1,"Female",2,2,10,"Medical",1509,4
"No",29,"Laboratory Technician","Research & Development",2,3,3,"No",1,4,3,3,"Female",2,1,4,"Life Sciences",1513,3
"No",28,"Manufacturing Director","Research & Development",2,2,8,"No",1,3,1,2,"Male",6,2,8,"Life Sciences",1514,3
"No",33,"Healthcare Representative","Research & Development",3,3,0,"Yes",5,4,3,1,"Male",0,2,14,"Life Sciences",1515,3
"No",32,"Manager","Research & Development",4,4,5,"No",3,3,3,2,"Male",2,3,10,"Medical",1516,4
"No",54,"Manager","Research & Development",4,3,14,"No",4,2,3,1,"Female",9,4,26,"Medical",1520,4
"Yes",29,"Research Scientist","Research & Development",1,1,9,"No",4,1,2,3,"Male",7,1,11,"Technical Degree",1522,3
"No",44,"Research Director","Research & Development",1,4,20,"No",3,4,3,3,"Male",6,4,24,"Life Sciences",1523,3
"No",39,"Manufacturing Director","Research & Development",2,3,2,"No",3,2,3,4,"Female",0,3,9,"Life Sciences",1525,3
"No",46,"Manager","Sales",2,4,13,"No",3,3,3,4,"Female",12,4,23,"Life Sciences",1527,3
"No",35,"Healthcare Representative","Research & Development",2,1,11,"No",3,4,2,4,"Female",8,3,11,"Life Sciences",1529,3
"No",23,"Laboratory Technician","Research & Development",3,3,4,"No",1,1,3,2,"Male",3,2,5,"Life Sciences",1533,3
"Yes",40,"Laboratory Technician","Research & Development",1,1,5,"No",4,4,3,2,"Male",4,1,15,"Life Sciences",1534,3
"No",34,"Sales Executive","Sales",3,3,10,"Yes",3,4,2,4,"Male",9,3,10,"Technical Degree",1535,3
"Yes",31,"Research Scientist","Research & Development",3,1,7,"No",3,4,3,1,"Female",2,1,7,"Life Sciences",1537,3
"No",50,"Research Director","Research & Development",4,3,32,"Yes",5,3,1,4,"Male",6,4,32,"Medical",1539,3
"No",34,"Sales Representative","Sales",3,3,11,"Yes",2,2,3,2,"Male",10,1,12,"Technical Degree",1541,4
"No",42,"Laboratory Technician","Research & Development",2,3,1,"No",3,3,2,2,"Male",0,1,4,"Medical",1542,3
"No",37,"Research Scientist","Research & Development",4,3,10,"No",3,1,3,1,"Male",8,2,10,"Medical",1543,3
"No",29,"Healthcare Representative","Research & Development",1,3,7,"No",1,3,1,3,"Female",7,2,9,"Other",1544,3
"No",33,"Manufacturing Director","Research & Development",2,3,5,"No",3,4,2,4,"Male",3,2,5,"Life Sciences",1545,3
"No",45,"Research Scientist","Research & Development",4,3,5,"No",3,4,3,4,"Male",4,1,8,"Technical Degree",1546,4
"No",42,"Healthcare Representative","Research & Development",4,1,20,"Yes",3,4,3,3,"Male",8,3,24,"Life Sciences",1547,3
"No",40,"Sales Executive","Sales",1,4,8,"No",2,1,3,4,"Male",4,2,9,"Medical",1548,3
"No",33,"Laboratory Technician","Research & Development",3,3,15,"Yes",4,2,3,2,"Male",14,2,15,"Life Sciences",1549,3
"No",40,"Manager","Human Resources",4,3,21,"Yes",2,3,3,4,"Male",7,4,21,"Medical",1550,4
"No",24,"Laboratory Technician","Research & Development",1,3,1,"No",2,3,2,2,"Male",1,1,2,"Technical Degree",1551,3
"No",40,"Healthcare Representative","Research & Development",4,3,2,"Yes",2,4,3,3,"Male",2,2,8,"Life Sciences",1552,3
"No",45,"Healthcare Representative","Research & Development",2,3,10,"No",4,1,3,1,"Male",8,3,10,"Technical Degree",1553,3
"No",35,"Sales Representative","Sales",3,3,5,"No",4,2,2,1,"Female",3,1,6,"Life Sciences",1554,4
"No",32,"Research Scientist","Research & Development",2,3,7,"No",2,4,2,1,"Female",1,2,12,"Life Sciences",1555,3
"No",36,"Sales Representative","Sales",4,2,3,"Yes",4,3,3,4,"Male",2,1,7,"Life Sciences",1556,4
"No",48,"Sales Executive","Sales",3,3,8,"No",4,3,3,3,"Female",7,2,18,"Life Sciences",1557,3
"No",29,"Research Scientist","Research & Development",3,2,1,"No",3,3,4,1,"Male",0,1,5,"Life Sciences",1558,3
"No",33,"Sales Executive","Sales",1,1,2,"No",4,1,3,4,"Male",2,2,8,"Life Sciences",1560,3
"Yes",30,"Sales Executive","Sales",1,3,10,"No",3,2,2,4,"Male",8,2,10,"Life Sciences",1562,3
"No",38,"Human Resources","Human Resources",3,3,6,"No",4,3,3,3,"Male",3,2,10,"Human Resources",1563,3
"No",35,"Laboratory Technician","Research & Development",1,3,3,"No",3,4,2,2,"Male",0,1,3,"Medical",1564,3
"No",30,"Sales Executive","Sales",2,3,4,"No",4,3,3,2,"Male",2,3,9,"Technical Degree",1568,3
"Yes",35,"Laboratory Technician","Research & Development",1,3,1,"Yes",3,1,3,4,"Female",0,1,1,"Life Sciences",1569,3
"Yes",53,"Manufacturing Director","Research & Development",4,3,33,"No",5,3,2,2,"Female",7,3,34,"Technical Degree",1572,3
"Yes",38,"Manufacturing Director","Research & Development",2,3,5,"No",3,3,3,1,"Male",2,2,7,"Medical",1573,3
"No",32,"Research Scientist","Research & Development",1,2,6,"No",4,4,3,2,"Male",5,2,9,"Technical Degree",1574,3
"No",48,"Research Scientist","Research & Development",1,2,8,"No",4,3,3,4,"Female",2,1,10,"Other",1576,3
"No",34,"Research Scientist","Research & Development",4,1,1,"No",4,1,3,3,"Male",0,1,1,"Medical",1577,3
"No",55,"Manager","Sales",4,3,36,"No",5,3,2,3,"Male",6,5,36,"Marketing",1578,4
"No",34,"Research Scientist","Research & Development",4,2,2,"No",4,2,3,2,"Male",2,2,9,"Life Sciences",1580,3
"No",26,"Research Scientist","Research & Development",4,3,1,"No",3,1,3,1,"Female",0,1,1,"Life Sciences",1581,4
"No",38,"Sales Executive","Sales",2,3,9,"No",3,3,3,4,"Male",8,2,10,"Life Sciences",1582,3
"No",38,"Sales Executive","Sales",2,4,3,"No",3,2,3,2,"Female",2,2,8,"Life Sciences",1583,3
"No",36,"Sales Executive","Sales",3,3,1,"No",4,2,3,1,"Female",0,2,15,"Life Sciences",1585,3
"No",29,"Laboratory Technician","Research & Development",1,3,10,"Yes",1,2,3,4,"Male",9,1,10,"Medical",1586,3
"No",35,"Healthcare Representative","Research & Development",3,3,5,"Yes",4,1,3,3,"Female",2,2,10,"Medical",1587,3
"No",39,"Sales Executive","Sales",3,3,7,"No",3,4,4,1,"Male",6,3,11,"Medical",1588,3
"No",29,"Healthcare Representative","Research & Development",4,4,6,"No",1,1,3,4,"Male",4,2,6,"Life Sciences",1590,3
"No",50,"Manager","Sales",3,3,1,"Yes",3,3,3,3,"Male",0,5,27,"Marketing",1591,3
"No",23,"Research Scientist","Research & Development",3,3,2,"No",3,4,4,4,"Male",2,1,4,"Technical Degree",1592,3
"No",36,"Laboratory Technician","Research & Development",1,3,3,"Yes",4,1,4,4,"Male",2,2,9,"Life Sciences",1594,3
"No",42,"Manager","Research & Development",4,3,1,"No",2,4,2,4,"Male",0,5,24,"Other",1595,4
"No",35,"Laboratory Technician","Research & Development",3,2,10,"No",3,2,4,4,"Male",9,2,10,"Life Sciences",1596,3
"No",34,"Healthcare Representative","Research & Development",3,2,8,"No",4,4,2,2,"Male",2,2,8,"Technical Degree",1597,3
"No",40,"Sales Executive","Sales",1,3,5,"No",2,4,3,3,"Female",4,2,5,"Life Sciences",1598,3
"No",43,"Laboratory Technician","Research & Development",2,3,6,"No",3,4,4,3,"Male",4,1,8,"Technical Degree",1599,3
"No",35,"Laboratory Technician","Research & Development",4,2,1,"No",2,3,2,4,"Male",0,1,1,"Life Sciences",1601,3
"No",46,"Manager","Sales",1,1,26,"No",4,4,4,2,"Male",0,4,27,"Life Sciences",1602,3
"Yes",28,"Laboratory Technician","Research & Development",2,3,1,"Yes",3,3,3,3,"Male",1,1,1,"Medical",1604,3
"No",22,"Research Scientist","Research & Development",3,2,4,"Yes",2,2,2,2,"Female",2,1,4,"Other",1605,3
"No",50,"Healthcare Representative","Research & Development",3,3,30,"Yes",5,2,3,3,"Male",8,4,32,"Medical",1606,3
"No",32,"Research Scientist","Research & Development",4,3,3,"No",4,2,4,4,"Female",2,1,6,"Other",1607,3
"No",44,"Research Director","Research & Development",4,2,22,"Yes",3,2,3,4,"Female",7,5,23,"Medical",1608,3
"No",30,"Research Scientist","Research & Development",2,2,6,"No",3,2,2,2,"Male",4,1,6,"Medical",1609,3
"No",45,"Laboratory Technician","Research & Development",1,3,10,"Yes",5,3,1,1,"Female",7,2,10,"Medical",1611,3
"No",45,"Sales Executive","Sales",1,3,10,"No",3,1,2,1,"Male",7,2,10,"Marketing",1612,3
"No",31,"Sales Executive","Sales",1,3,5,"No",4,4,3,4,"Male",2,2,10,"Other",1613,3
"No",36,"Manufacturing Director","Research & Development",3,3,3,"Yes",4,3,3,2,"Female",2,2,7,"Life Sciences",1614,3
"No",34,"Manufacturing Director","Research & Development",4,3,9,"No",4,3,4,1,"Male",7,2,9,"Life Sciences",1615,3
"No",49,"Laboratory Technician","Research & Development",1,2,9,"No",4,3,3,4,"Female",6,1,10,"Life Sciences",1617,3
"No",39,"Manufacturing Director","Research & Development",1,3,7,"No",5,2,3,4,"Male",7,2,10,"Medical",1618,3
"No",27,"Laboratory Technician","Research & Development",1,3,7,"No",3,4,2,1,"Male",7,1,7,"Other",1619,3
"No",35,"Research Scientist","Research & Development",1,3,16,"No",5,2,4,4,"Male",15,2,16,"Life Sciences",1621,3
"No",28,"Manufacturing Director","Research & Development",1,2,5,"No",3,2,1,2,"Female",3,2,6,"Medical",1622,4
"No",21,"Research Scientist","Research & Development",4,3,2,"No",1,3,3,3,"Male",2,1,3,"Medical",1623,3
"Yes",18,"Sales Representative","Sales",4,4,0,"Yes",2,2,3,3,"Female",0,1,0,"Medical",1624,3
"No",47,"Manager","Human Resources",3,3,5,"No",4,4,3,3,"Female",2,5,27,"Life Sciences",1625,3
"No",39,"Laboratory Technician","Research & Development",3,3,10,"No",2,3,2,4,"Male",8,2,11,"Medical",1627,3
"No",40,"Manufacturing Director","Research & Development",3,3,18,"No",3,1,2,4,"Female",15,3,18,"Life Sciences",1628,3
"No",35,"Healthcare Representative","Research & Development",3,3,14,"No",4,3,3,4,"Female",11,2,15,"Life Sciences",1630,3
"No",37,"Manufacturing Director","Research & Development",3,2,4,"No",3,3,3,1,"Male",3,2,9,"Life Sciences",1631,3
"No",39,"Manufacturing Director","Research & Development",3,1,9,"No",3,1,3,4,"Female",2,2,10,"Medical",1633,3
"No",45,"Manufacturing Director","Research & Development",4,3,10,"No",2,4,2,1,"Female",7,2,10,"Other",1635,3
"No",38,"Manufacturing Director","Research & Development",3,4,5,"Yes",2,4,2,4,"Female",4,3,10,"Medical",1638,3
"Yes",35,"Sales Executive","Sales",1,3,13,"No",3,4,2,3,"Male",12,3,15,"Medical",1639,3
"No",37,"Research Scientist","Research & Development",2,1,8,"No",3,2,3,1,"Female",4,1,8,"Medical",1640,3
"No",40,"Manufacturing Director","Research & Development",4,2,4,"Yes",3,3,3,4,"Female",2,3,18,"Life Sciences",1641,3
"No",44,"Human Resources","Human Resources",4,3,10,"Yes",5,1,3,3,"Male",7,2,14,"Human Resources",1642,3
"No",48,"Manager","Research & Development",4,3,2,"No",5,3,2,2,"Male",2,4,23,"Medical",1644,4
"Yes",35,"Sales Executive","Sales",4,2,2,"Yes",2,1,1,4,"Male",2,2,7,"Medical",1645,3
"No",24,"Research Scientist","Research & Development",4,3,6,"Yes",1,1,3,3,"Female",3,1,6,"Technical Degree",1646,3
"No",27,"Research Scientist","Research & Development",3,3,3,"No",3,2,4,1,"Female",2,1,5,"Medical",1647,3
"No",27,"Research Scientist","Research & Development",4,2,4,"No",3,4,3,3,"Male",2,1,6,"Medical",1648,3
"Yes",40,"Laboratory Technician","Research & Development",1,1,4,"Yes",3,1,3,2,"Male",2,1,10,"Life Sciences",1649,3
"No",29,"Sales Executive","Sales",3,3,5,"No",3,3,2,3,"Male",2,2,8,"Medical",1650,3
"No",36,"Healthcare Representative","Research & Development",1,3,3,"No",4,2,3,3,"Female",2,3,9,"Life Sciences",1651,3
"No",25,"Manufacturing Director","Research & Development",3,3,7,"No",1,4,4,3,"Male",7,2,7,"Life Sciences",1653,3
"No",39,"Manufacturing Director","Research & Development",2,3,5,"No",3,4,3,3,"Male",4,2,7,"Medical",1654,4
"No",49,"Research Director","Research & Development",2,3,4,"No",4,1,3,2,"Female",2,4,27,"Other",1655,3
"No",50,"Research Director","Research & Development",1,3,14,"No",5,4,2,3,"Female",11,3,19,"Life Sciences",1656,3
"No",20,"Sales Representative","Sales",3,3,2,"No",3,3,3,1,"Female",2,1,2,"Medical",1657,3
"No",34,"Research Scientist","Research & Development",2,3,11,"No",3,4,3,3,"Female",8,2,11,"Life Sciences",1658,3
"No",36,"Laboratory Technician","Research & Development",2,3,4,"No",3,1,3,3,"Male",3,1,15,"Life Sciences",1659,3
"No",49,"Healthcare Representative","Research & Development",3,3,15,"Yes",1,3,2,2,"Female",11,4,30,"Life Sciences",1661,3
"No",36,"Manufacturing Director","Research & Development",3,3,3,"No",4,4,2,3,"Female",2,2,4,"Medical",1662,3
"No",36,"Healthcare Representative","Research & Development",1,3,5,"No",2,4,4,1,"Male",4,2,13,"Life Sciences",1664,4
"No",54,"Manager","Research & Development",3,3,10,"No",5,2,3,3,"Female",8,4,36,"Medical",1665,4
"No",43,"Research Director","Research & Development",3,3,14,"No",2,3,2,1,"Male",10,4,14,"Life Sciences",1666,4
"Yes",35,"Sales Executive","Sales",4,4,11,"Yes",4,4,3,1,"Male",9,2,13,"Other",1667,4
"No",38,"Research Scientist","Research & Development",4,4,13,"No",3,4,3,4,"Male",11,2,19,"Life Sciences",1668,3
"No",29,"Sales Executive","Sales",2,2,10,"Yes",3,1,2,2,"Male",0,2,10,"Medical",1669,3
"No",33,"Sales Executive","Sales",4,3,6,"No",4,4,3,3,"Male",2,2,6,"Medical",1670,3
"No",32,"Research Scientist","Research & Development",2,2,9,"No",3,4,3,3,"Male",5,2,10,"Medical",1671,3
"No",31,"Sales Executive","Sales",4,3,10,"No",4,1,3,1,"Female",0,2,10,"Life Sciences",1673,3
"No",49,"Laboratory Technician","Research & Development",1,2,2,"Yes",3,4,3,2,"Female",2,1,17,"Medical",1674,3
"No",38,"Laboratory Technician","Research & Development",2,3,4,"No",3,4,2,2,"Female",3,1,4,"Medical",1675,4
"No",47,"Manager","Sales",2,3,3,"No",4,2,4,3,"Female",2,4,29,"Life Sciences",1676,3
"No",49,"Manager","Research & Development",3,3,8,"No",3,3,3,1,"Male",7,4,23,"Life Sciences",1677,3
"No",41,"Sales Executive","Sales",3,3,2,"Yes",2,4,3,4,"Male",0,3,21,"Life Sciences",1678,3
